09/11 11:04:00 FINE sim.Admin|Log for simulation 16 started
************************************************************
* Log for simulation 16 started
************************************************************


09/11 11:04:00 INFO sim.TACAdxSimulation|TACAA Simulation 16 is setting up...
09/11 11:04:00 INFO sim.TACAdxSimulation|Created Adx Agent
09/11 11:04:00 INFO sim.TACAdxSimulation|Created Demand Agent
09/11 11:04:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
09/11 11:04:00 FINE sim.ExternalAgent|sample setup with address adv1
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
09/11 11:04:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
09/11 11:04:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
09/11 11:04:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
09/11 11:04:00 INFO agents.DemandAgent|setting up...
09/11 11:04:00 FINE agents.DemandAgent|Finished setup
09/11 11:04:01 INFO sim.Simulation|***** START OF TIME 0 *****
09/11 11:04:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1235202289, reachImps=5882, dayStart=1, dayEnd=5, targetSegment=[MALE, YOUNG], videoCoef=2.110949482344455, mobileCoef=1.6066063536353299, budgetMillis=5882, advertiser=adv1]
09/11 11:04:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@3cc74263 event: tau.tac.adx.messages.UserClassificationServiceNotification@7fe4d70b
09/11 11:04:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=45061734, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.714638935131804, mobileCoef=2.3460442679898015, budgetMillis=6507, advertiser=DummyAdnetwork]
09/11 11:04:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@3cc74263 event: tau.tac.adx.messages.UserClassificationServiceNotification@42d9b2f7
09/11 11:04:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1149973653, reachImps=3037, dayStart=1, dayEnd=5, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.659772596023175, mobileCoef=2.003403212809877, budgetMillis=3037, advertiser=DummyAdnetwork-2]
