08/11 13:29:00 FINE sim.Admin|Log for simulation 6 started
************************************************************
* Log for simulation 6 started
************************************************************


08/11 13:29:00 INFO sim.TACAdxSimulation|TACAA Simulation 6 is setting up...
08/11 13:29:00 INFO sim.TACAdxSimulation|Created Adx Agent
08/11 13:29:00 INFO sim.TACAdxSimulation|Created Demand Agent
08/11 13:29:00 FINE generators.PopulationUserGenerator|Generated 10000 tau.tac.adx.users.AdxUsers
08/11 13:29:00 FINE sim.ExternalAgent|sample setup with address adv1
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-2 simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-3 simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-4 simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-5 simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-6 simulationSetup
08/11 13:29:00 FINE agents.SampleAdNetwork|AdNet DummyAdnetwork-7 simulationSetup
08/11 13:29:00 INFO publisher.AdxPublisherReportManagerImpl|AdxQueryReportManager created.
08/11 13:29:00 INFO adn.AdNetworkReportManagerImpl|AdxQueryReportManager created.
08/11 13:29:00 INFO agents.DemandAgent|setting up...
08/11 13:29:00 FINE agents.DemandAgent|Finished setup
08/11 13:29:01 INFO sim.Simulation|***** START OF TIME 0 *****
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1331336075, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.4374459596888305, mobileCoef=1.6069214348679628, budgetMillis=10952, advertiser=adv1]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@434cfa25
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=216905454, reachImps=10952, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.3293137449430223, mobileCoef=2.4281747614944624, budgetMillis=10952, advertiser=DummyAdnetwork]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@3f1a1928
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1016056744, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.706460124444842, mobileCoef=2.128083503782407, budgetMillis=9077, advertiser=DummyAdnetwork-2]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@183693ce
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=2030902496, reachImps=5590, dayStart=1, dayEnd=5, targetSegment=[YOUNG, FEMALE], videoCoef=2.6445546475845374, mobileCoef=2.032685693140886, budgetMillis=5590, advertiser=DummyAdnetwork-3]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@163189b0
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1411502677, reachImps=6507, dayStart=1, dayEnd=5, targetSegment=[MALE, OLD], videoCoef=2.5727293062209986, mobileCoef=2.2694100431399216, budgetMillis=6507, advertiser=DummyAdnetwork-4]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@78a583fc
08/11 13:29:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1776183828, reachImps=9077, dayStart=1, dayEnd=5, targetSegment=[LOW_INCOME, MALE], videoCoef=2.8441066927832566, mobileCoef=2.4415628731027126, budgetMillis=9077, advertiser=DummyAdnetwork-5]
08/11 13:29:01 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5d0bc3a0 event: tau.tac.adx.messages.UserClassificationServiceNotification@73381296
